ID,Title,Type,Lat,Long,Location
1,AM 1 a fol.,Source,55.675,12.5687,Copenhagen
1,AM 1 a fol.,Destination,55.676097,12.568337,Copenhagen
2,AM 1 b fol.,Source,55.675,12.5687,Copenhagen
2,AM 1 b fol.,Destination,55.676097,12.568337,Copenhagen
3,AM 1 c fol.,Source,55.675,12.5687,Copenhagen
3,AM 1 c fol.,Destination,55.676097,12.568337,Copenhagen
4,AM 1 d α fol.,Source,55.675,12.5687,Copenhagen
4,AM 1 d α fol.,Destination,55.676097,12.568337,Copenhagen
5,AM 1 d β fol.,Source,55.675,12.5687,Copenhagen
5,AM 1 d β fol.,Destination,55.676097,12.568337,Copenhagen
6,AM 1 e α fol.,Source,55.675,12.5687,Copenhagen
6,AM 1 e α fol.,Destination,55.676097,12.568337,Copenhagen
7,AM 1 e β I fol.,Source,55.675,12.5687,Copenhagen
7,AM 1 e β I fol.,Destination,55.676097,12.568337,Copenhagen
8,AM 2 fol.,Source,55.675,12.5687,Copenhagen
8,AM 2 fol.,Destination,55.676097,12.568337,Copenhagen
9,AM 3 fol.,Source,55.675,12.5687,Copenhagen
9,AM 3 fol.,Destination,55.676097,12.568337,Copenhagen
10,AM 4 fol.,Source,64.116667,-20.533333,Skálholt
10,AM 4 fol.,Destination,55.676097,12.568337,Copenhagen
11,AM 5 fol.,Source,55.675,12.5687,Copenhagen
11,AM 5 fol.,Destination,55.676097,12.568337,Copenhagen
12,AM 6 fol.,Source,55.675,12.5687,Copenhagen
12,AM 6 fol.,Destination,55.676097,12.568337,Copenhagen
13,AM 7 fol.,Source,55.675,12.5687,Copenhagen
13,AM 7 fol.,Destination,55.676097,12.568337,Copenhagen
14,AM 8 fol.,Source,64.833762,-23.499033,Knörr
14,AM 8 fol.,Destination,55.676097,12.568337,Copenhagen
15,AM 9 fol.,Source,55.675,12.5687,Copenhagen
15,AM 9 fol.,Destination,55.676097,12.568337,Copenhagen
16,AM 10 fol.,Source,55.675,12.5687,Copenhagen
16,AM 10 fol.,Destination,55.676097,12.568337,Copenhagen
17,AM 11 fol.,Source,63.832988,-20.890045,Gaulverjabær
17,AM 11 fol.,Destination,55.676097,12.568337,Copenhagen
18,AM 12 a fol.,Source,64.116667,-20.533333,Skálholt
18,AM 12 a fol.,Destination,55.676097,12.568337,Copenhagen
19,AM 12 b fol.,Source,63.883997,-20.750909,Villingaholt
19,AM 12 b fol.,Destination,55.676097,12.568337,Copenhagen
20,AM 12 c fol.,Source,65.041431,-22.730734,Helgafell
20,AM 12 c fol.,Destination,55.676097,12.568337,Copenhagen
21,AM 34 fol.,Source,55.675,12.5687,Copenhagen
21,AM 34 fol.,Destination,55.676097,12.568337,Copenhagen
22,AM 54 fol.,Source,55.675,12.5687,Copenhagen
22,AM 54 fol.,Destination,55.676097,12.568337,Copenhagen
23,AM 65 fol.,Source,64.116667,-20.533333,Skálholt
23,AM 65 fol.,Destination,55.676097,12.568337,Copenhagen
24,AM 152 1 fol.,Source,55.675,12.5687,Copenhagen
24,AM 152 1 fol.,Destination,64.135338,-21.89521,Reykjavík
25,AM 157 h fol.,Source,63.832988,-20.890045,Gaulverjabær
25,AM 157 h fol.,Destination,64.135338,-21.89521,Reykjavík
26,AM 165 g fol.,Source,55.675,12.5687,Copenhagen
26,AM 165 g fol.,Destination,64.135338,-21.89521,Reykjavík
27,AM 168 fol.,Source,55.675,12.5687,Copenhagen
27,AM 168 fol.,Destination,64.135338,-21.89521,Reykjavík
28,AM 169 a fol.,Source,55.675,12.5687,Copenhagen
28,AM 169 a fol.,Destination,64.135338,-21.89521,Reykjavík
29,AM 169 b fol.,Source,55.675,12.5687,Copenhagen
29,AM 169 b fol.,Destination,64.135338,-21.89521,Reykjavík
30,AM 169 d fol.,Source,55.675,12.5687,Copenhagen
30,AM 169 d fol.,Destination,64.135338,-21.89521,Reykjavík
31,AM 170 fol.,Source,64.116667,-20.533333,Skálholt
31,AM 170 fol.,Destination,64.135338,-21.89521,Reykjavík
32,AM 171 b fol.,Source,64.833762,-23.499033,Knörr
32,AM 171 b fol.,Destination,64.135338,-21.89521,Reykjavík
33,AM 172 a fol.,Source,55.675,12.5687,Copenhagen
33,AM 172 a fol.,Destination,64.135338,-21.89521,Reykjavík
34,AM 173 fol.,Source,55.675,12.5687,Copenhagen
34,AM 173 fol.,Destination,64.135338,-21.89521,Reykjavík
35,AM 179 fol.,Source,55.675,12.5687,Copenhagen
35,AM 179 fol.,Destination,55.676097,12.568337,Copenhagen
36,AM 192 fol.,Source,55.675,12.5687,Copenhagen
36,AM 192 fol.,Destination,55.676097,12.568337,Copenhagen
37,AM 193 a fol.,Source,55.675,12.5687,Copenhagen
37,AM 193 a fol.,Destination,55.676097,12.568337,Copenhagen
38,AM 193 b fol.,Source,55.675,12.5687,Copenhagen
38,AM 193 b fol.,Destination,64.135338,-21.89521,Reykjavík
39,AM 193 e fol.,Source,55.675,12.5687,Copenhagen
39,AM 193 e fol.,Destination,64.135338,-21.89521,Reykjavík
40,AM 194 a fol.,Source,55.675,12.5687,Copenhagen
40,AM 194 a fol.,Destination,55.676097,12.568337,Copenhagen
41,AM 194 b fol.,Source,55.675,12.5687,Copenhagen
41,AM 194 b fol.,Destination,55.676097,12.568337,Copenhagen
42,AM 194 c fol.,Source,55.675,12.5687,Copenhagen
42,AM 194 c fol.,Destination,55.676097,12.568337,Copenhagen
43,AM 202 a fol.,Source,55.675,12.5687,Copenhagen
43,AM 202 a fol.,Destination,64.135338,-21.89521,Reykjavík
44,AM 202 b fol.,Source,55.675,12.5687,Copenhagen
44,AM 202 b fol.,Destination,64.135338,-21.89521,Reykjavík
45,AM 202 c fol.,Source,55.675,12.5687,Copenhagen
45,AM 202 c fol.,Destination,64.135338,-21.89521,Reykjavík
46,AM 202 g fol.,Source,55.675,12.5687,Copenhagen
46,AM 202 g fol.,Destination,55.676097,12.568337,Copenhagen
47,AM 202 i fol.,Source,55.675,12.5687,Copenhagen
47,AM 202 i fol.,Destination,55.676097,12.568337,Copenhagen
48,AM 202 k fol.,Source,55.675,12.5687,Copenhagen
48,AM 202 k fol.,Destination,55.676097,12.568337,Copenhagen
49,AM 203 fol.,Source,55.675,12.5687,Copenhagen
49,AM 203 fol.,Destination,55.676097,12.568337,Copenhagen
50,AM 395 fol.,Source,55.675,12.5687,Copenhagen
50,AM 395 fol.,Destination,64.135338,-21.89521,Reykjavík
51,AM 397 fol.,Source,55.675,12.5687,Copenhagen
51,AM 397 fol.,Destination,64.135338,-21.89521,Reykjavík
52,AM 147 4to,Source,55.675,12.5687,Copenhagen
52,AM 147 4to,Destination,64.135338,-21.89521,Reykjavík
53,AM 281 4to,Source,55.675,12.5687,Copenhagen
53,AM 281 4to,Destination,64.135338,-21.89521,Reykjavík
54,AM 282 4to,Source,55.675,12.5687,Copenhagen
54,AM 282 4to,Destination,55.676097,12.568337,Copenhagen
55,AM 283 4to,Source,55.675,12.5687,Copenhagen
55,AM 283 4to,Destination,55.676097,12.568337,Copenhagen
56,AM 284 4to,Source,55.675,12.5687,Copenhagen
56,AM 284 4to,Destination,55.676097,12.568337,Copenhagen
57,AM 285 4to,Source,55.675,12.5687,Copenhagen
57,AM 285 4to,Destination,55.676097,12.568337,Copenhagen
58,AM 294 4to,Source,55.675,12.5687,Copenhagen
58,AM 294 4to,Destination,64.135338,-21.89521,Reykjavík
59,AM 295 4to,Source,55.675,12.5687,Copenhagen
59,AM 295 4to,Destination,64.135338,-21.89521,Reykjavík
60,AM 296 4to,Source,55.675,12.5687,Copenhagen
60,AM 296 4to,Destination,64.135338,-21.89521,Reykjavík
61,AM 297 a 4to,Source,55.675,12.5687,Copenhagen
61,AM 297 a 4to,Destination,64.135338,-21.89521,Reykjavík
62,AM 297 b 4to,Source,55.675,12.5687,Copenhagen
62,AM 297 b 4to,Destination,64.135338,-21.89521,Reykjavík
63,AM 298 I-III 4to,Source,55.675,12.5687,Copenhagen
63,AM 298 I-III 4to,Destination,64.135338,-21.89521,Reykjavík
64,AM 307 4to,Source,55.675,12.5687,Copenhagen
64,AM 307 4to,Destination,55.676097,12.568337,Copenhagen
65,AM 309 4to,Source,64.116667,-20.533333,Skálholt
65,AM 309 4to,Destination,55.676097,12.568337,Copenhagen
66,AM 313 4to,Source,55.675,12.5687,Copenhagen
66,AM 313 4to,Destination,55.676097,12.568337,Copenhagen
67,AM 336 4to,Source,63.784337,-20.708433,Háfur 1
67,AM 336 4to,Destination,64.135338,-21.89521,Reykjavík
68,AM 340 4to,Source,55.675,12.5687,Copenhagen
68,AM 340 4to,Destination,64.135338,-21.89521,Reykjavík
69,AM 343 b 4to,Source,55.675,12.5687,Copenhagen
69,AM 343 b 4to,Destination,55.676097,12.568337,Copenhagen
70,AM 343 c 4to,Source,55.675,12.5687,Copenhagen
70,AM 343 c 4to,Destination,55.676097,12.568337,Copenhagen
71,AM 344 a 4to,Source,55.675,12.5687,Copenhagen
71,AM 344 a 4to,Destination,64.135338,-21.89521,Reykjavík
72,AM 348 4to,Source,55.675,12.5687,Copenhagen
72,AM 348 4to,Destination,55.676097,12.568337,Copenhagen
73,AM 354 4to,Source,55.675,12.5687,Copenhagen
73,AM 354 4to,Destination,55.676097,12.568337,Copenhagen
74,AM 355 4to,Source,55.675,12.5687,Copenhagen
74,AM 355 4to,Destination,55.676097,12.568337,Copenhagen
75,AM 356 4to,Source,55.675,12.5687,Copenhagen
75,AM 356 4to,Destination,55.676097,12.568337,Copenhagen
76,AM 357 4to,Source,55.675,12.5687,Copenhagen
76,AM 357 4to,Destination,55.676097,12.568337,Copenhagen
77,AM 358 4to,Source,55.675,12.5687,Copenhagen
77,AM 358 4to,Destination,55.676097,12.568337,Copenhagen
78,AM 359 a 4to,Source,55.675,12.5687,Copenhagen
78,AM 359 a 4to,Destination,55.676097,12.568337,Copenhagen
79,AM 359 b 4to,Source,55.675,12.5687,Copenhagen
79,AM 359 b 4to,Destination,55.676097,12.568337,Copenhagen
80,AM 360 a 4to,Source,65.040862,-21.685366,Stóri-Skógur 2
80,AM 360 a 4to,Destination,64.135338,-21.89521,Reykjavík
81,AM 363 I-III 4to,Source,55.675,12.5687,Copenhagen
81,AM 363 I-III 4to,Destination,64.135338,-21.89521,Reykjavík
82,AM 418 4to,Source,55.675,12.5687,Copenhagen
82,AM 418 4to,Destination,64.135338,-21.89521,Reykjavík
83,AM 471 4to,Source,55.675,12.5687,Copenhagen
83,AM 471 4to,Destination,64.135338,-21.89521,Reykjavík
84,AM 510 4to,Source,55.675,12.5687,Copenhagen
84,AM 510 4to,Destination,64.135338,-21.89521,Reykjavík
85,AM 526 4to,Source,55.675,12.5687,Copenhagen
85,AM 526 4to,Destination,64.135338,-21.89521,Reykjavík
86,AM 537 4to,Source,55.675,12.5687,Copenhagen
86,AM 537 4to,Destination,64.135338,-21.89521,Reykjavík
87,AM 544 4to,Source,66.014813,-19.007752,Hólar
87,AM 544 4to,Destination,55.676097,12.568337,Copenhagen
88,AM 552 d 4to,Source,55.675,12.5687,Copenhagen
88,AM 552 d 4to,Destination,64.135338,-21.89521,Reykjavík
89,AM 552 k β 4to,Source,55.675,12.5687,Copenhagen
89,AM 552 k β 4to,Destination,64.135338,-21.89521,Reykjavík
90,AM 556 b 4to,Source,55.675,12.5687,Copenhagen
90,AM 556 b 4to,Destination,64.135338,-21.89521,Reykjavík
91,AM 557 4to,Source,55.675,12.5687,Copenhagen
91,AM 557 4to,Destination,64.135338,-21.89521,Reykjavík
92,AM 567 IV 4to,Source,55.675,12.5687,Copenhagen
92,AM 567 IV 4to,Destination,64.135338,-21.89521,Reykjavík
93,AM 567 V 4to,Source,55.675,12.5687,Copenhagen
93,AM 567 V 4to,Destination,55.676097,12.568337,Copenhagen
94,AM 567 XI 4to,Source,55.675,12.5687,Copenhagen
94,AM 567 XI 4to,Destination,64.135338,-21.89521,Reykjavík
95,AM 567 XIV 4to,Source,55.675,12.5687,Copenhagen
95,AM 567 XIV 4to,Destination,64.135338,-21.89521,Reykjavík
96,AM 567 XXI 4to,Source,55.675,12.5687,Copenhagen
96,AM 567 XXI 4to,Destination,64.135338,-21.89521,Reykjavík
97,AM 568 I-II 4to,Source,55.675,12.5687,Copenhagen
97,AM 568 I-II 4to,Destination,64.135338,-21.89521,Reykjavík
98,AM 570 a 4to,Source,55.675,12.5687,Copenhagen
98,AM 570 a 4to,Destination,55.676097,12.568337,Copenhagen
99,AM 576 a 4to,Source,63.861622,-20.206477,Gunnarsholt
99,AM 576 a 4to,Destination,64.135338,-21.89521,Reykjavík
100,AM 576 b 4to,Source,55.675,12.5687,Copenhagen
100,AM 576 b 4to,Destination,64.135338,-21.89521,Reykjavík
101,AM 576 c 4to,Source,55.675,12.5687,Copenhagen
101,AM 576 c 4to,Destination,64.135338,-21.89521,Reykjavík
102,AM 577 4to,Source,55.675,12.5687,Copenhagen
102,AM 577 4to,Destination,64.135338,-21.89521,Reykjavík
103,AM 579 4to,Source,55.675,12.5687,Copenhagen
103,AM 579 4to,Destination,64.135338,-21.89521,Reykjavík
104,AM 580 4to,Source,55.675,12.5687,Copenhagen
104,AM 580 4to,Destination,55.676097,12.568337,Copenhagen
105,AM 582 4to,Source,55.675,12.5687,Copenhagen
105,AM 582 4to,Destination,64.135338,-21.89521,Reykjavík
106,AM 583 a 4to,Source,55.675,12.5687,Copenhagen
106,AM 583 a 4to,Destination,64.135338,-21.89521,Reykjavík
107,AM 585 e 4to,Source,55.675,12.5687,Copenhagen
107,AM 585 e 4to,Destination,64.135338,-21.89521,Reykjavík
108,AM 586 4to,Source,55.675,12.5687,Copenhagen
108,AM 586 4to,Destination,64.135338,-21.89521,Reykjavík
109,AM 587 b 4to,Source,55.675,12.5687,Copenhagen
109,AM 587 b 4to,Destination,64.135338,-21.89521,Reykjavík
110,AM 587 c 4to,Source,55.675,12.5687,Copenhagen
110,AM 587 c 4to,Destination,64.135338,-21.89521,Reykjavík
111,AM 587 d 4to,Source,55.675,12.5687,Copenhagen
111,AM 587 d 4to,Destination,64.135338,-21.89521,Reykjavík
112,AM 587 e 4to,Source,55.675,12.5687,Copenhagen
112,AM 587 e 4to,Destination,55.676097,12.568337,Copenhagen
113,AM 589 e 4to,Source,55.675,12.5687,Copenhagen
113,AM 589 e 4to,Destination,64.135338,-21.89521,Reykjavík
114,AM 589 f 4to,Source,55.675,12.5687,Copenhagen
114,AM 589 f 4to,Destination,64.135338,-21.89521,Reykjavík
115,AM 590 b-c 4to,Source,55.675,12.5687,Copenhagen
115,AM 590 b-c 4to,Destination,55.676097,12.568337,Copenhagen
116,AM 591 c 4to,Source,55.675,12.5687,Copenhagen
116,AM 591 c 4to,Destination,55.676097,12.568337,Copenhagen
117,AM 591 d 4to,Source,55.675,12.5687,Copenhagen
117,AM 591 d 4to,Destination,64.135338,-21.89521,Reykjavík
118,AM 591 e 4to,Source,55.675,12.5687,Copenhagen
118,AM 591 e 4to,Destination,64.135338,-21.89521,Reykjavík
119,AM 591 f 4to,Source,55.675,12.5687,Copenhagen
119,AM 591 f 4to,Destination,64.135338,-21.89521,Reykjavík
120,AM 591 g 4to,Source,55.675,12.5687,Copenhagen
120,AM 591 g 4to,Destination,64.135338,-21.89521,Reykjavík
121,AM 591 h 4to,Source,55.675,12.5687,Copenhagen
121,AM 591 h 4to,Destination,64.135338,-21.89521,Reykjavík
122,AM 591 i 4to,Source,55.675,12.5687,Copenhagen
122,AM 591 i 4to,Destination,64.135338,-21.89521,Reykjavík
123,AM 591 k 4to,Source,55.675,12.5687,Copenhagen
123,AM 591 k 4to,Destination,55.676097,12.568337,Copenhagen
124,AM 592 a 4to,Source,55.675,12.5687,Copenhagen
124,AM 592 a 4to,Destination,55.676097,12.568337,Copenhagen
125,AM 597 b 4to,Source,55.675,12.5687,Copenhagen
125,AM 597 b 4to,Destination,55.676097,12.568337,Copenhagen
126,AM 601 b 4to,Source,55.675,12.5687,Copenhagen
126,AM 601 b 4to,Destination,64.135338,-21.89521,Reykjavík
127,AM 657 c 4to,Source,55.675,12.5687,Copenhagen
127,AM 657 c 4to,Destination,64.135338,-21.89521,Reykjavík
128,AM 720 a 4to,Source,55.675,12.5687,Copenhagen
128,AM 720 a 4to,Destination,64.135338,-21.89521,Reykjavík
129,AM 738 4to,Source,55.675,12.5687,Copenhagen
129,AM 738 4to,Destination,64.135338,-21.89521,Reykjavík
130,AM 762 4to,Source,55.675,12.5687,Copenhagen
130,AM 762 4to,Destination,55.676097,12.568337,Copenhagen
131,AM 920 4to,Source,55.675,12.5687,Copenhagen
131,AM 920 4to,Destination,64.135338,-21.89521,Reykjavík
132,AM 922 4to,Source,55.675,12.5687,Copenhagen
132,AM 922 4to,Destination,55.676097,12.568337,Copenhagen
133,AM 930 4to,Source,55.675,12.5687,Copenhagen
133,AM 930 4to,Destination,55.676097,12.568337,Copenhagen
134,AM 1008 4to,Source,55.675,12.5687,Copenhagen
134,AM 1008 4to,Destination,55.676097,12.568337,Copenhagen
135,AM 1020 4to,Source,55.675,12.5687,Copenhagen
135,AM 1020 4to,Destination,64.135338,-21.89521,Reykjavík
136,AM 1036 4to,Source,55.675,12.5687,Copenhagen
136,AM 1036 4to,Destination,64.135338,-21.89521,Reykjavík
137,AM 1039 4to,Source,55.675,12.5687,Copenhagen
137,AM 1039 4to,Destination,64.135338,-21.89521,Reykjavík
138,AM 65 a 8vo,Source,55.675,12.5687,Copenhagen
138,AM 65 a 8vo,Destination,64.135338,-21.89521,Reykjavík
139,AM 93 8vo,Source,55.675,12.5687,Copenhagen
139,AM 93 8vo,Destination,55.676097,12.568337,Copenhagen
140,AM 109 a 8vo,Source,55.675,12.5687,Copenhagen
140,AM 109 a 8vo,Destination,64.135338,-21.89521,Reykjavík
141,AM 119 a 8vo,Source,55.675,12.5687,Copenhagen
141,AM 119 a 8vo,Destination,55.676097,12.568337,Copenhagen
142,AM 119 b 8vo,Source,55.675,12.5687,Copenhagen
142,AM 119 b 8vo,Destination,55.676097,12.568337,Copenhagen
143,AM 123 8vo,Source,55.675,12.5687,Copenhagen
143,AM 123 8vo,Destination,64.135338,-21.89521,Reykjavík
144,AM 144 8vo,Source,55.675,12.5687,Copenhagen
144,AM 144 8vo,Destination,64.135338,-21.89521,Reykjavík
145,AM 167 b III 8vo,Source,55.675,12.5687,Copenhagen
145,AM 167 b III 8vo,Destination,64.135338,-21.89521,Reykjavík
146,AM Acc. 52,Source,55.675,12.5687,Copenhagen
146,AM Acc. 52,Destination,55.676097,12.568337,Copenhagen
147,AM Acc. 57,Source,55.675,12.5687,Copenhagen
147,AM Acc. 57,Destination,55.676097,12.568337,Copenhagen
148,AM Acc. 60,Source,55.675,12.5687,Copenhagen
148,AM Acc. 60,Destination,55.676097,12.568337,Copenhagen
149,AM Acc. 61,Source,55.675,12.5687,Copenhagen
149,AM Acc. 61,Destination,55.676097,12.568337,Copenhagen
150,BL Add. 11109,Source,51.5,-0.1,London
150,BL Add. 11109,Destination,51.508515,-0.125487,London
151,BL Add. 11115,Source,51.5,-0.1,London
151,BL Add. 11115,Destination,51.508515,-0.125487,London
152,BL Add. 11118,Source,51.5,-0.1,London
152,BL Add. 11118,Destination,51.508515,-0.125487,London
153,BL Add. 11131,Source,51.5,-0.1,London
153,BL Add. 11131,Destination,51.508515,-0.125487,London
154,BL Add. 11141,Source,65.360664,-21.921361,Staðarhóll
154,BL Add. 11141,Destination,51.508515,-0.125487,London
155,BL Add. 11157,Source,51.5,-0.1,London
155,BL Add. 11157,Destination,51.508515,-0.125487,London
156,BL Add. 11158,Source,51.5,-0.1,London
156,BL Add. 11158,Destination,51.508515,-0.125487,London
